Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
29/01/2019,2019.0,BMW i3,77984.0,4.0,South America,Argentina,Wholesale
29/01/2019,2019.0,BMW 5 Series,86577.0,2.0,North America,Canada,Wholesale
29/01/2019,2019.0,BMW X4,106369.0,4.0,Africa,Egypt,Dealership
29/01/2019,2019.0,BMW X2,80929.0,1.0,South America,Brazil,Dealership
30/01/2019,2019.0,BMW iX3,57081.0,5.0,Asia,China,Wholesale
30/01/2019,2019.0,BMW X3,32751.0,1.0,Africa,Nigeria,Dealership
31/01/2019,2019.0,BMW M4,70194.0,1.0,Africa,Egypt,Dealership
31/01/2019,2019.0,BMW X1,88479.0,5.0,Africa,Kenya,Dealership
31/01/2019,2019.0,BMW 4 Series,56953.0,4.0,Africa,Kenya,Wholesale
31/01/2019,2019.0,BMW X2,48642.0,3.0,Asia,China,Wholesale
31/01/2019,2019.0,BMW X5,81176.0,5.0,Asia,Japan,Wholesale
31/01/2019,2019.0,BMW X7,51863.0,5.0,North America,Mexico,Wholesale
31/01/2019,2019.0,BMW i4,48114.0,1.0,Europe,France,Dealership
01/02/2019,2019.0,BMW X5,86843.0,5.0,Africa,Morocco,Dealership
01/02/2019,2019.0,BMW i4,72563.0,2.0,Europe,Spain,Wholesale
01/02/2019,2019.0,BMW 4 Series,60373.0,3.0,Europe,United Kingdom,Wholesale
01/02/2019,2019.0,BMW 6 Series,108104.0,1.0,Europe,Spain,Wholesale
01/02/2019,2019.0,BMW X4,94746.0,4.0,Asia,South Korea,Wholesale
01/02/2019,2019.0,BMW X5,116973.0,4.0,North America,United States,Dealership
02/02/2019,2019.0,BMW 3 Series,77470.0,4.0,South America,Brazil,Wholesale
02/02/2019,2019.0,BMW X5,75760.0,4.0,Asia,China,Dealership
03/02/2019,2019.0,BMW X3,109449.0,4.0,Africa,Kenya,Wholesale
03/02/2019,2019.0,BMW 1 Series,73884.0,1.0,Asia,India,Wholesale
03/02/2019,2019.0,BMW 5 Series,35565.0,2.0,Europe,United Kingdom,Wholesale
03/02/2019,2019.0,BMW iX3,116488.0,2.0,Africa,South Africa,Wholesale
03/02/2019,2019.0,BMW X6,107554.0,4.0,Asia,Japan,Wholesale
04/02/2019,2019.0,BMW 5 Series,51340.0,2.0,South America,Argentina,Wholesale
04/02/2019,2019.0,BMW X3,108651.0,3.0,South America,Peru,Wholesale
05/02/2019,2019.0,BMW M4,61772.0,2.0,South America,Chile,Dealership
06/02/2019,2019.0,BMW 4 Series,112888.0,5.0,North America,Canada,Dealership
06/02/2019,2019.0,BMW 7 Series,88975.0,4.0,Asia,Japan,Dealership
06/02/2019,2019.0,BMW i4,111344.0,5.0,Europe,France,Wholesale
07/02/2019,2019.0,BMW i3,36918.0,5.0,Asia,India,Wholesale
07/02/2019,2019.0,BMW X3,80711.0,4.0,South America,Brazil,Dealership
07/02/2019,2019.0,BMW X2,60070.0,1.0,North America,Mexico,Dealership
07/02/2019,2019.0,BMW 4 Series,43366.0,2.0,North America,United States,Wholesale
08/02/2019,2019.0,BMW X1,39200.0,3.0,Asia,China,Dealership
08/02/2019,2019.0,BMW M3,89151.0,1.0,Asia,Japan,Dealership
08/02/2019,2019.0,BMW X5,53226.0,3.0,Africa,Morocco,Wholesale
08/02/2019,2019.0,BMW X5,116891.0,4.0,Asia,Thailand,Wholesale
08/02/2019,2019.0,BMW Z4,90085.0,2.0,Europe,Germany,Wholesale
08/02/2019,2019.0,BMW M4,53486.0,1.0,Europe,United Kingdom,Dealership
09/02/2019,2019.0,BMW iX,34700.0,4.0,Europe,Germany,Wholesale
09/02/2019,2019.0,BMW M4,111863.0,1.0,Asia,South Korea,Dealership
09/02/2019,2019.0,BMW M4,37988.0,5.0,South America,Colombia,Wholesale
10/02/2019,2019.0,BMW 7 Series,31634.0,2.0,Africa,South Africa,Wholesale
10/02/2019,2019.0,BMW 4 Series,94052.0,2.0,South America,Argentina,Wholesale
10/02/2019,2019.0,BMW i3,73352.0,4.0,Europe,United Kingdom,Wholesale
11/02/2019,2019.0,BMW X6,90634.0,4.0,Asia,India,Dealership
11/02/2019,2019.0,BMW X7,75939.0,4.0,Africa,Morocco,Wholesale
11/02/2019,2019.0,BMW i8,95327.0,2.0,Europe,Germany,Dealership
13/02/2019,2019.0,BMW X4,117498.0,5.0,South America,Peru,Dealership
13/02/2019,2019.0,BMW iX3,100938.0,2.0,Europe,Spain,Wholesale
13/02/2019,2019.0,BMW i8,36900.0,4.0,North America,Canada,Wholesale
14/02/2019,2019.0,BMW M4,49332.0,3.0,Africa,South Africa,Wholesale
14/02/2019,2019.0,BMW X2,100672.0,5.0,Asia,China,Wholesale
15/02/2019,2019.0,BMW X3,101627.0,2.0,North America,Canada,Wholesale
15/02/2019,2019.0,BMW 7 Series,98203.0,3.0,South America,Brazil,Dealership
15/02/2019,2019.0,BMW 8 Series,118499.0,5.0,Asia,Japan,Dealership
15/02/2019,2019.0,BMW M2,85943.0,2.0,Asia,Japan,Wholesale
16/02/2019,2019.0,BMW 1 Series,36221.0,4.0,South America,Brazil,Dealership
16/02/2019,2019.0,BMW M3,51788.0,2.0,North America,Canada,Wholesale
16/02/2019,2019.0,BMW 7 Series,59350.0,5.0,Asia,Thailand,Wholesale
17/02/2019,2019.0,BMW 7 Series,43264.0,4.0,Africa,Nigeria,Wholesale
17/02/2019,2019.0,BMW i4,60816.0,1.0,North America,United States,Wholesale
17/02/2019,2019.0,BMW X1,37426.0,3.0,South America,Peru,Wholesale
18/02/2019,2019.0,BMW 3 Series,44287.0,4.0,Europe,Spain,Dealership
18/02/2019,2019.0,BMW 7 Series,119622.0,4.0,Asia,India,Wholesale
18/02/2019,2019.0,BMW X6,78659.0,5.0,Asia,India,Dealership
19/02/2019,2019.0,BMW X6,91852.0,5.0,Africa,Nigeria,Wholesale
19/02/2019,2019.0,BMW iX3,42583.0,3.0,Europe,Germany,Wholesale
19/02/2019,2019.0,BMW i8,67455.0,5.0,Europe,United Kingdom,Wholesale
19/02/2019,2019.0,BMW X4,102454.0,4.0,Asia,India,Wholesale
19/02/2019,2019.0,BMW X5,113401.0,3.0,Europe,Italy,Wholesale
20/02/2019,2019.0,BMW i8,63314.0,3.0,South America,Colombia,Wholesale
20/02/2019,2019.0,BMW i8,42134.0,2.0,Europe,United Kingdom,Dealership
20/02/2019,2019.0,BMW i8,67525.0,4.0,Africa,Kenya,Wholesale
20/02/2019,2019.0,BMW M4,90345.0,4.0,Africa,Morocco,Wholesale
21/02/2019,2019.0,BMW 2 Series,63617.0,5.0,North America,Mexico,Wholesale
21/02/2019,2019.0,BMW 2 Series,93444.0,4.0,Europe,United Kingdom,Wholesale
21/02/2019,2019.0,BMW X6,113489.0,5.0,Africa,Kenya,Wholesale
21/02/2019,2019.0,BMW i4,36487.0,4.0,Europe,Italy,Wholesale
22/02/2019,2019.0,BMW M8,84890.0,2.0,Europe,Spain,Wholesale
22/02/2019,2019.0,BMW X5,86865.0,4.0,Asia,Japan,Wholesale
22/02/2019,2019.0,BMW iX3,76295.0,2.0,Africa,Nigeria,Wholesale
23/02/2019,2019.0,BMW X5,117702.0,4.0,Asia,China,Wholesale
24/02/2019,2019.0,BMW 6 Series,80294.0,4.0,Asia,Thailand,Wholesale
24/02/2019,2019.0,BMW X2,108959.0,1.0,North America,Mexico,Wholesale
24/02/2019,2019.0,BMW M4,106844.0,4.0,Africa,Nigeria,Dealership
25/02/2019,2019.0,BMW 5 Series,81564.0,2.0,North America,Mexico,Wholesale
25/02/2019,2019.0,BMW X4,35804.0,3.0,South America,Chile,Dealership
26/02/2019,2019.0,BMW X6,78643.0,2.0,Africa,Kenya,Wholesale
27/02/2019,2019.0,BMW 2 Series,119063.0,4.0,North America,Mexico,Dealership
27/02/2019,2019.0,BMW i8,64635.0,5.0,South America,Argentina,Wholesale
27/02/2019,2019.0,BMW 8 Series,43068.0,1.0,South America,Colombia,Wholesale
28/02/2019,2019.0,BMW X6,92306.0,5.0,Africa,Morocco,Wholesale
28/02/2019,2019.0,BMW X4,97639.0,1.0,Asia,India,Wholesale
28/02/2019,2019.0,BMW X5,34163.0,1.0,North America,Canada,Dealership
02/03/2019,2019.0,BMW Z4,65169.0,5.0,North America,Canada,Wholesale
02/03/2019,2019.0,BMW X6,46515.0,4.0,Africa,Nigeria,Wholesale
03/03/2019,2019.0,BMW 4 Series,101533.0,2.0,Africa,Kenya,Dealership
03/03/2019,2019.0,BMW X2,89432.0,5.0,North America,United States,Wholesale
03/03/2019,2019.0,BMW Z4,115343.0,3.0,South America,Argentina,Wholesale
04/03/2019,2019.0,BMW 3 Series,114463.0,1.0,Africa,Morocco,Wholesale
04/03/2019,2019.0,BMW iX,97741.0,2.0,South America,Peru,Wholesale
04/03/2019,2019.0,BMW 5 Series,109517.0,3.0,Asia,China,Dealership
04/03/2019,2019.0,BMW X7,72018.0,2.0,North America,Canada,Wholesale
05/03/2019,2019.0,BMW i4,92546.0,4.0,North America,Canada,Dealership
05/03/2019,2019.0,BMW 6 Series,110490.0,3.0,North America,Canada,Dealership
05/03/2019,2019.0,BMW 7 Series,106167.0,5.0,Europe,Germany,Dealership
06/03/2019,2019.0,BMW X4,107179.0,2.0,South America,Argentina,Dealership
07/03/2019,2019.0,BMW 8 Series,59292.0,5.0,North America,Canada,Wholesale
07/03/2019,2019.0,BMW Z4,88990.0,5.0,Africa,South Africa,Wholesale
07/03/2019,2019.0,BMW 4 Series,58949.0,2.0,Europe,Italy,Dealership
07/03/2019,2019.0,BMW i3,86964.0,2.0,Africa,Kenya,Dealership
08/03/2019,2019.0,BMW 7 Series,97541.0,1.0,Africa,Kenya,Dealership
08/03/2019,2019.0,BMW M2,97419.0,1.0,Europe,France,Wholesale
08/03/2019,2019.0,BMW 2 Series,64527.0,3.0,Africa,South Africa,Dealership
08/03/2019,2019.0,BMW i3,58385.0,3.0,South America,Argentina,Wholesale
08/03/2019,2019.0,BMW 7 Series,68913.0,3.0,Asia,Japan,Dealership
09/03/2019,2019.0,BMW M3,104861.0,1.0,Asia,Thailand,Wholesale
09/03/2019,2019.0,BMW iX,74133.0,5.0,Africa,Nigeria,Wholesale
10/03/2019,2019.0,BMW i8,101484.0,4.0,Africa,Egypt,Dealership
10/03/2019,2019.0,BMW 6 Series,89481.0,4.0,South America,Chile,Wholesale
10/03/2019,2019.0,BMW 4 Series,44227.0,2.0,Africa,Egypt,Wholesale
11/03/2019,2019.0,BMW X3,105969.0,1.0,North America,Mexico,Dealership
11/03/2019,2019.0,BMW X2,96042.0,2.0,North America,Mexico,Dealership
12/03/2019,2019.0,BMW 1 Series,65271.0,4.0,North America,United States,Wholesale
12/03/2019,2019.0,BMW 1 Series,112594.0,2.0,Asia,South Korea,Wholesale
12/03/2019,2019.0,BMW M5,105653.0,1.0,South America,Argentina,Wholesale
12/03/2019,2019.0,BMW X3,55775.0,1.0,North America,Mexico,Wholesale
13/03/2019,2019.0,BMW Z4,45014.0,1.0,South America,Peru,Dealership
13/03/2019,2019.0,BMW 4 Series,69314.0,4.0,Europe,Italy,Wholesale
14/03/2019,2019.0,BMW i4,63336.0,1.0,Asia,China,Wholesale
14/03/2019,2019.0,BMW X5,90690.0,3.0,South America,Peru,Wholesale
14/03/2019,2019.0,BMW 5 Series,56627.0,3.0,Europe,Germany,Wholesale
15/03/2019,2019.0,BMW 6 Series,37587.0,1.0,Africa,Kenya,Wholesale
15/03/2019,2019.0,BMW M8,73023.0,3.0,South America,Colombia,Wholesale
15/03/2019,2019.0,BMW 7 Series,64229.0,1.0,South America,Brazil,Wholesale
15/03/2019,2019.0,BMW M8,32870.0,4.0,Asia,Thailand,Wholesale
15/03/2019,2019.0,BMW X4,77457.0,3.0,North America,Canada,Wholesale
16/03/2019,2019.0,BMW 1 Series,65500.0,4.0,South America,Peru,Wholesale
16/03/2019,2019.0,BMW X1,119547.0,3.0,Europe,United Kingdom,Dealership
16/03/2019,2019.0,BMW 5 Series,93503.0,5.0,South America,Brazil,Dealership
17/03/2019,2019.0,BMW M4,92237.0,5.0,South America,Colombia,Wholesale
18/03/2019,2019.0,BMW 5 Series,117694.0,4.0,Africa,Egypt,Wholesale
18/03/2019,2019.0,BMW i4,102378.0,3.0,Africa,Nigeria,Dealership
18/03/2019,2019.0,BMW X2,41423.0,5.0,Europe,Spain,Dealership
19/03/2019,2019.0,BMW iX,49039.0,1.0,Asia,China,Wholesale
19/03/2019,2019.0,BMW i8,64511.0,2.0,North America,Canada,Wholesale
20/03/2019,2019.0,BMW X6,109798.0,5.0,North America,United States,Wholesale
20/03/2019,2019.0,BMW X6,53583.0,5.0,Africa,South Africa,Dealership
20/03/2019,2019.0,BMW X4,52765.0,1.0,South America,Brazil,Wholesale
20/03/2019,2019.0,BMW Z4,106730.0,5.0,North America,United States,Wholesale
20/03/2019,2019.0,BMW X3,94546.0,5.0,North America,United States,Wholesale
20/03/2019,2019.0,BMW 7 Series,69530.0,5.0,Europe,Spain,Wholesale
20/03/2019,2019.0,BMW X3,58111.0,3.0,North America,United States,Wholesale
20/03/2019,2019.0,BMW iX3,31076.0,5.0,South America,Chile,Wholesale
21/03/2019,2019.0,BMW 2 Series,106752.0,2.0,North America,Mexico,Dealership
22/03/2019,2019.0,BMW M3,44567.0,3.0,Europe,Spain,Wholesale
23/03/2019,2019.0,BMW 6 Series,70289.0,3.0,South America,Argentina,Wholesale
23/03/2019,2019.0,BMW 3 Series,63299.0,4.0,North America,Mexico,Dealership
23/03/2019,2019.0,BMW 2 Series,54463.0,5.0,Europe,France,Wholesale
23/03/2019,2019.0,BMW X2,107195.0,2.0,Europe,Germany,Wholesale
24/03/2019,2019.0,BMW X2,80978.0,2.0,North America,Canada,Wholesale
25/03/2019,2019.0,BMW i3,61852.0,4.0,South America,Colombia,Wholesale
25/03/2019,2019.0,BMW X4,76779.0,2.0,Asia,India,Dealership
26/03/2019,2019.0,BMW X7,58333.0,3.0,North America,Mexico,Wholesale
26/03/2019,2019.0,BMW iX,41629.0,1.0,Asia,India,Dealership
26/03/2019,2019.0,BMW 6 Series,68648.0,3.0,Europe,Germany,Wholesale
26/03/2019,2019.0,BMW 1 Series,102681.0,1.0,Europe,Spain,Wholesale
26/03/2019,2019.0,BMW i4,62919.0,2.0,Europe,Spain,Wholesale
26/03/2019,2019.0,BMW X1,84289.0,5.0,South America,Chile,Wholesale
27/03/2019,2019.0,BMW X3,85441.0,1.0,Asia,Thailand,Wholesale
27/03/2019,2019.0,BMW M8,119294.0,3.0,South America,Chile,Wholesale
27/03/2019,2019.0,BMW X5,76809.0,3.0,Asia,South Korea,Wholesale
27/03/2019,2019.0,BMW M4,106031.0,3.0,Africa,Egypt,Wholesale
27/03/2019,2019.0,BMW i4,68875.0,3.0,Asia,China,Wholesale
28/03/2019,2019.0,BMW 5 Series,42069.0,4.0,Africa,Nigeria,Dealership
28/03/2019,2019.0,BMW i3,93726.0,2.0,Asia,Japan,Dealership
28/03/2019,2019.0,BMW X3,114682.0,5.0,Europe,Spain,Wholesale
28/03/2019,2019.0,BMW i8,49887.0,4.0,Europe,United Kingdom,Dealership
29/03/2019,2019.0,BMW 8 Series,30605.0,2.0,North America,United States,Wholesale
29/03/2019,2019.0,BMW X3,107952.0,1.0,Asia,South Korea,Wholesale
30/03/2019,2019.0,BMW M8,84697.0,4.0,South America,Chile,Wholesale
30/03/2019,2019.0,BMW M2,83649.0,4.0,South America,Peru,Wholesale
31/03/2019,2019.0,BMW X2,114559.0,4.0,Africa,Morocco,Dealership
31/03/2019,2019.0,BMW X6,73426.0,4.0,Asia,Japan,Wholesale
31/03/2019,2019.0,BMW X2,71682.0,1.0,Africa,Kenya,Wholesale
01/04/2019,2019.0,BMW X5,73388.0,3.0,Asia,Japan,Dealership
01/04/2019,2019.0,BMW X7,80142.0,4.0,Africa,Nigeria,Dealership
01/04/2019,2019.0,BMW i8,90049.0,2.0,South America,Argentina,Wholesale
02/04/2019,2019.0,BMW M2,100540.0,3.0,South America,Chile,Wholesale
02/04/2019,2019.0,BMW X1,90361.0,1.0,Asia,Japan,Wholesale
03/04/2019,2019.0,BMW 1 Series,64519.0,5.0,Europe,Spain,Dealership
03/04/2019,2019.0,BMW i8,118992.0,1.0,Africa,Nigeria,Wholesale
05/04/2019,2019.0,BMW M5,88353.0,5.0,South America,Chile,Wholesale
05/04/2019,2019.0,BMW i4,69648.0,2.0,Asia,India,Wholesale
05/04/2019,2019.0,BMW 3 Series,33573.0,5.0,South America,Colombia,Wholesale
05/04/2019,2019.0,BMW 4 Series,106859.0,4.0,Africa,Nigeria,Wholesale
05/04/2019,2019.0,BMW i4,91599.0,3.0,South America,Chile,Wholesale
05/04/2019,2019.0,BMW 8 Series,103965.0,3.0,South America,Argentina,Wholesale
06/04/2019,2019.0,BMW 4 Series,110373.0,4.0,Asia,China,Wholesale
06/04/2019,2019.0,BMW 5 Series,65377.0,3.0,South America,Peru,Wholesale
07/04/2019,2019.0,BMW iX3,116923.0,1.0,Europe,Spain,Wholesale
07/04/2019,2019.0,BMW M4,114728.0,4.0,Asia,Japan,Wholesale
07/04/2019,2019.0,BMW 8 Series,72986.0,4.0,Europe,Spain,Wholesale
07/04/2019,2019.0,BMW X4,53810.0,3.0,Europe,Spain,Wholesale
07/04/2019,2019.0,BMW i8,69768.0,5.0,Asia,China,Dealership
08/04/2019,2019.0,BMW X3,60100.0,2.0,Asia,Thailand,Wholesale
08/04/2019,2019.0,BMW i8,112871.0,5.0,Africa,Morocco,Wholesale
08/04/2019,2019.0,BMW 6 Series,91264.0,1.0,South America,Chile,Wholesale
09/04/2019,2019.0,BMW X1,67269.0,4.0,North America,United States,Wholesale
09/04/2019,2019.0,BMW 4 Series,79781.0,4.0,Asia,Japan,Dealership
09/04/2019,2019.0,BMW X6,89113.0,1.0,North America,United States,Wholesale
09/04/2019,2019.0,BMW 7 Series,79190.0,2.0,South America,Argentina,Dealership
09/04/2019,2019.0,BMW M4,33646.0,4.0,North America,United States,Wholesale
10/04/2019,2019.0,BMW i3,88413.0,5.0,North America,Canada,Dealership
10/04/2019,2019.0,BMW X7,84626.0,1.0,Africa,Morocco,Wholesale
10/04/2019,2019.0,BMW Z4,103750.0,4.0,North America,Canada,Dealership
12/04/2019,2019.0,BMW iX,48001.0,5.0,North America,Canada,Wholesale
12/04/2019,2019.0,BMW 7 Series,105043.0,1.0,Africa,Morocco,Wholesale
13/04/2019,2019.0,BMW iX,95039.0,1.0,Europe,Germany,Dealership
13/04/2019,2019.0,BMW 1 Series,38360.0,1.0,Africa,Kenya,Dealership
14/04/2019,2019.0,BMW iX,57014.0,2.0,Asia,India,Wholesale
15/04/2019,2019.0,BMW 5 Series,115658.0,1.0,Africa,Kenya,Wholesale
15/04/2019,2019.0,BMW 6 Series,34909.0,3.0,North America,Mexico,Wholesale
15/04/2019,2019.0,BMW 3 Series,107090.0,3.0,Africa,Kenya,Wholesale
16/04/2019,2019.0,BMW Z4,62007.0,1.0,Europe,Germany,Dealership
16/04/2019,2019.0,BMW X7,112141.0,4.0,South America,Brazil,Wholesale
17/04/2019,2019.0,BMW X1,117691.0,3.0,Africa,Morocco,Dealership
17/04/2019,2019.0,BMW 7 Series,112990.0,5.0,Europe,Germany,Wholesale
17/04/2019,2019.0,BMW 4 Series,78556.0,5.0,South America,Chile,Wholesale
17/04/2019,2019.0,BMW X5,93177.0,4.0,Africa,Egypt,Wholesale
17/04/2019,2019.0,BMW X7,98495.0,5.0,Africa,Morocco,Dealership
18/04/2019,2019.0,BMW 5 Series,44559.0,4.0,Asia,Japan,Dealership
19/04/2019,2019.0,BMW 8 Series,110919.0,5.0,Africa,Kenya,Wholesale
19/04/2019,2019.0,BMW X3,66963.0,1.0,South America,Chile,Dealership
19/04/2019,2019.0,BMW i8,101521.0,5.0,North America,Mexico,Dealership
20/04/2019,2019.0,BMW 6 Series,98201.0,1.0,South America,Brazil,Wholesale
20/04/2019,2019.0,BMW X4,42869.0,5.0,North America,Canada,Wholesale
20/04/2019,2019.0,BMW iX,74974.0,5.0,North America,Mexico,Dealership
20/04/2019,2019.0,BMW M4,110535.0,5.0,South America,Argentina,Dealership
20/04/2019,2019.0,BMW M2,106489.0,1.0,Africa,Morocco,Dealership
21/04/2019,2019.0,BMW i4,79117.0,5.0,Asia,India,Dealership
21/04/2019,2019.0,BMW X1,57609.0,5.0,Europe,United Kingdom,Dealership
22/04/2019,2019.0,BMW X5,93956.0,2.0,Africa,Egypt,Wholesale
22/04/2019,2019.0,BMW 6 Series,32976.0,1.0,South America,Brazil,Dealership
22/04/2019,2019.0,BMW X1,53138.0,3.0,Asia,India,Wholesale
22/04/2019,2019.0,BMW M8,47843.0,4.0,Africa,Nigeria,Wholesale
22/04/2019,2019.0,BMW X5,62559.0,2.0,South America,Argentina,Dealership
22/04/2019,2019.0,BMW M8,108255.0,5.0,Asia,India,Dealership
23/04/2019,2019.0,BMW 1 Series,64162.0,3.0,Europe,United Kingdom,Wholesale
23/04/2019,2019.0,BMW M5,59048.0,3.0,South America,Argentina,Wholesale
23/04/2019,2019.0,BMW X3,106347.0,5.0,Asia,Thailand,Dealership
23/04/2019,2019.0,BMW M4,104397.0,5.0,South America,Brazil,Wholesale
23/04/2019,2019.0,BMW M4,81759.0,2.0,Asia,Thailand,Wholesale
23/04/2019,2019.0,BMW M5,48220.0,1.0,North America,United States,Wholesale
23/04/2019,2019.0,BMW 8 Series,31887.0,2.0,South America,Brazil,Wholesale
24/04/2019,2019.0,BMW iX3,93153.0,1.0,Africa,Morocco,Wholesale
24/04/2019,2019.0,BMW X5,44852.0,3.0,Europe,France,Dealership
24/04/2019,2019.0,BMW iX3,86938.0,4.0,Europe,United Kingdom,Wholesale
25/04/2019,2019.0,BMW M8,104398.0,5.0,Asia,South Korea,Wholesale
25/04/2019,2019.0,BMW M8,49351.0,2.0,North America,United States,Wholesale
26/04/2019,2019.0,BMW 5 Series,116506.0,3.0,Africa,Morocco,Dealership
26/04/2019,2019.0,BMW M4,82513.0,2.0,South America,Chile,Wholesale
27/04/2019,2019.0,BMW X4,74619.0,1.0,South America,Argentina,Wholesale
